PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"40750497","Continuous Androgen Deprivation Therapy with or Without Metastasis-directed Therapy for Oligometastatic Prostate Cancer: The Multicenter Phase 2 Randomized EXTEND Trial","Sherry AD, Siddiqui BA, Haymaker C, Fellman BM, Medina-Rosales MN, Bathala TK, Wang S, Liu S, Seo A, Hara K, Lu H, Troncoso P, Chun SG, Ha CS, Mayo LL, Mok H, Park RJ, Chapin BF, Phillips RM, Deek MP, Kovitz CA, Aparicio A, Zurita AJ, Pilie PG, Cohen L, Choi SL, Reuben A, Tran PT, Corn PG, Subudhi SK, Tang C.","Eur Urol. 2025 Nov;88(5):496-509. doi: 10.1016/j.eururo.2025.07.006. Epub 2025 Jul 31.","Sherry AD","Eur Urol","2025","2025/08/01","","","10.1016/j.eururo.2025.07.006"
"40487872","Treatment decisions for intermediate-sized brain metastases in or near the motor cortex among the neuro-oncology community","Jessurun CAC, Brandsma D, Compter A, de Witt Hamer PC, Nabuurs RJA, Kloet A, Broekman MLD, Ter Wengel PV.","Brain Spine. 2025 May 12;5:104278. doi: 10.1016/j.bas.2025.104278. eCollection 2025.","Jessurun CAC","Brain Spine","2025","2025/06/09","PMC12145800","","10.1016/j.bas.2025.104278"
"41360287","Immunotherapy in the upfront definitive management of locally advanced cervical cancer: An evolving treatment paradigm","Weil CR, Brower J, Small W Jr, Gaffney DK, Klopp AH.","Pract Radiat Oncol. 2025 Dec 6:S1879-8500(25)00312-1. doi: 10.1016/j.prro.2025.09.010. Online ahead of print.","Weil CR","Pract Radiat Oncol","2025","2025/12/08","","","10.1016/j.prro.2025.09.010"
"40925102","Progression-free survival as a surrogate of overall survival in metastatic or recurrent endometrial cancer: an EORTC gynecologic cancer group study","Yarza R, Barquin A, Caruso G, Guedes H, Kountouri M, Estrada-Lorenzo JM, Bogani G, Coens C, Herrera F, Kroep J, Madariaga A.","Int J Gynecol Cancer. 2025 Nov;35(11):102115. doi: 10.1016/j.ijgc.2025.102115. Epub 2025 Aug 19.","Yarza R","Int J Gynecol Cancer","2025","2025/09/09","","","10.1016/j.ijgc.2025.102115"
"40131659","Tislelizumab plus anlotinib with or without radiotherapy as first-line therapy in advanced hepatocellular carcinoma: a single center, non-randomized retrospective case-control study","Wu G, Liu Y, Fan H, Rao M, Zhang J, Zhang J.","Discov Oncol. 2025 Mar 25;16(1):387. doi: 10.1007/s12672-025-02171-5.","Wu G","Discov Oncol","2025","2025/03/25","PMC11937455","","10.1007/s12672-025-02171-5"
"39971452","Progression-free survival as a potential surrogate end point for overall survival in advanced cervical carcinoma","Yarza R, Kountouri M, Guedes H, O'Gorman C, Estrada-Lorenzo JM, Coens C, Kroep J, Herrera F, Madariaga A.","Int J Gynecol Cancer. 2025 Feb;35(2):100012. doi: 10.1016/j.ijgc.2024.100012. Epub 2024 Dec 18.","Yarza R","Int J Gynecol Cancer","2025","2025/02/19","","","10.1016/j.ijgc.2024.100012"
"39838117","Pembrolizumab and chemotherapy in high-risk, early-stage, ER(+)/HER2(-) breast cancer: a randomized phase 3 trial","Cardoso F, O'Shaughnessy J, Liu Z, McArthur H, Schmid P, Cortes J, Harbeck N, Telli ML, Cescon DW, Fasching PA, Shao Z, Loirat D, Park YH, Fernandez MG, Rubovszky G, Spring L, Im SA, Hui R, Takano T, André F, Yasojima H, Ding Y, Jia L, Karantza V, Tryfonidis K, Bardia A.","Nat Med. 2025 Feb;31(2):442-448. doi: 10.1038/s41591-024-03415-7. Epub 2025 Jan 21.","Cardoso F","Nat Med","2025","2025/01/21","PMC11835712","","10.1038/s41591-024-03415-7"
"41286686","PD-1/PD-L1 inhibitors for locally advanced nasopharyngeal carcinoma: a systematic review and meta-analysis based on randomized controlled trials","Liu X, Shang Z, Gao J, Jiang N, Wang J, Zhou D, Gui Y.","BMC Cancer. 2025 Nov 25;26(1):1. doi: 10.1186/s12885-025-15229-y.","Liu X","BMC Cancer","2025","2025/11/25","PMC12763933","","10.1186/s12885-025-15229-y"
"41406068","Cancer, Inflammation, and Thrombosis: Drivers of Atrial Fibrillation in Oncology Patients","Awashra A, Abdul-Hafez HA, Swalha M, Samara E, Mahafdah B, AbuBaha M, Emara A, Zahran A, Elgendy MS, Shubietah A.","Clin Appl Thromb Hemost. 2025 Jan-Dec;31:10760296251408388. doi: 10.1177/10760296251408388. Epub 2025 Dec 17.","Awashra A","Clin Appl Thromb Hemost","2025","2025/12/17","PMC12712319","","10.1177/10760296251408388"
"41061376","Fecal microbiota transplantation to enhance cancer treatment outcomes across different cancer types: A systematic literature review","Wekking D, Ende TVD, Bijlsma MF, Vidal-Itriago A, Nieuwdorp M, van Laarhoven HWM.","Cancer Treat Rev. 2025 Nov;140:103025. doi: 10.1016/j.ctrv.2025.103025. Epub 2025 Sep 25.","Wekking D","Cancer Treat Rev","2025","2025/10/08","","","10.1016/j.ctrv.2025.103025"
"40171253","IGV-001 cellular immunotherapy for newly diagnosed glioblastoma: overcoming the logistic challenge","Wong ET, Cielo D, Svokos K, Doberstein C, Sampath P, Donahue JE, Punsoni M, Rodrigues N, Rothell F, Edwards R, Wang E, Riccelli T, Chuck C, Shaaya EA, Sastry R, Ali R, Shao B, Abdulrazeq H, Sun FW, Feler J, Santos Fontánez SE, Nieves NA, Dobertsein C, Dailey J, Yu C, Sarangi S, Elinzano H, Boxerman JL, Yu E, Safran H, Seyhan AA, El-Deiry WS, Keith S, Gokaslan ZL, Chen CC, Malik A.","Front Oncol. 2025 Mar 18;15:1556450. doi: 10.3389/fonc.2025.1556450. eCollection 2025.","Wong ET","Front Oncol","2025","2025/04/02","PMC11959700","","10.3389/fonc.2025.1556450"
"40506833","Tight competition for the first-line treatment of Hodgkin's lymphoma: a comprehensive review of practice-changing developments in recent years","Yılmaz U, Birtaş Ateşoğlu E, Ferhanoğlu B.","Expert Opin Biol Ther. 2025 Jul;25(7):731-747. doi: 10.1080/14712598.2025.2519524. Epub 2025 Jun 23.","Yılmaz U","Expert Opin Biol Ther","2025","2025/06/13","","","10.1080/14712598.2025.2519524"
"40990939","Tumor-specific immune responses and biomarkers in pediatric patients with high-risk Hodgkin lymphoma","Toner K, Renfro LA, Dave H, Pezzella G, Pei Q, Giulino-Roth L, Horton T, Keller FG, Kelly KM, Castellino SM, Bollard CM.","Blood Adv. 2026 Jan 13;10(1):183-191. doi: 10.1182/bloodadvances.2025016797.","Toner K","Blood Adv","2026","2025/09/24","","","10.1182/bloodadvances.2025016797"
"41095963","Neoadjuvant Treatment Approaches to Oral Cancer","Siafa L, Ali A, Kerr P, Pathak A, Viallet N, Lane C, Sayed S.","J Clin Med. 2025 Sep 28;14(19):6883. doi: 10.3390/jcm14196883.","Siafa L","J Clin Med","2025","2025/10/16","PMC12525146","","10.3390/jcm14196883"
"41122636","Health-related quality of life outcomes from KEYNOTE-412: chemoradiotherapy with or without pembrolizumab in participants with head and neck squamous cell carcinoma","Machiels JP, Tao Y, Licitra L, Burtness B, Tahara M, Rischin D, Alves GV, Lima IPF, Hughes BGM, Pointreau Y, Aksoy S, Laban S, Greil R, Burian M, Hetnal M, Delord JP, Mesia R, Taberna M, Waldron J, Simon C, Gregoire V, Harrington K, Black CM, Norquist JM, Wang A, Gumuscu B, Bidadi B, Siu LL.","Front Oncol. 2025 Oct 6;15:1645509. doi: 10.3389/fonc.2025.1645509. eCollection 2025.","Machiels JP","Front Oncol","2025","2025/10/22","PMC12535876","","10.3389/fonc.2025.1645509"
"41088085","Efficacy of brain radiotherapy combined with atezolizumab and platinum-doublet chemotherapy for advanced non-small-cell lung cancer with brain metastases: a pooled analysis","Zhang Q, Xu J, Deng S, Li X, Wang Y, Cai Y, Wang X, Ma H.","BMC Cancer. 2025 Oct 14;25(1):1568. doi: 10.1186/s12885-025-15060-5.","Zhang Q","BMC Cancer","2025","2025/10/14","PMC12523013","","10.1186/s12885-025-15060-5"
"40369412","Comparison of outcomes between surgery and non-surgery after conversion therapy for advanced gastric cancer with unresectable factors: a systematic review and meta-analysis","Wu J, Du X, He Y, Xian S.","BMC Gastroenterol. 2025 May 14;25(1):371. doi: 10.1186/s12876-025-03969-x.","Wu J","BMC Gastroenterol","2025","2025/05/14","PMC12080213","","10.1186/s12876-025-03969-x"
"39934444","Brain metastases from lung cancer: recent advances and novel therapeutic opportunities","Layng SC, Betsock A, Mansouri A, Komiya T, Miccio JA, Mahase SS, Knisely JPS.","Discov Oncol. 2025 Feb 11;16(1):157. doi: 10.1007/s12672-025-01873-0.","Layng SC","Discov Oncol","2025","2025/02/11","PMC11813848","","10.1007/s12672-025-01873-0"
"41514663","Three-Year Outcomes of Neoadjuvant Chemoimmunotherapy vs. Neoadjuvant Chemoradiotherapy in Resectable Esophageal Cancer: A Multicenter Retrospective Study","Deng S, Yan X, Peng Y, Zhu L, Shen Y, Ying W, Xu Y, Fu Z.","Cancers (Basel). 2026 Jan 1;18(1):155. doi: 10.3390/cancers18010155.","Deng S","Cancers (Basel)","2026","2026/01/10","PMC12784656","","10.3390/cancers18010155"
"39857769","Identifying MTHFD1 and LGALS4 as Potential Therapeutic Targets in Prostate Cancer Through Multi-Omics Mendelian Randomization Analysis","Han H, Su H, Lv Z, Zhu C, Huang J.","Biomedicines. 2025 Jan 13;13(1):185. doi: 10.3390/biomedicines13010185.","Han H","Biomedicines","2025","2025/01/25","PMC11759815","","10.3390/biomedicines13010185"
"40304216","Melatonin in cancer treatment","Yu ZY, Peng RY, Cheng N, Wang RT, Nan MD, Milazzo S, Pilkington K, Seely D, Horneber M, Liu JP.","Cochrane Database Syst Rev. 2025 Apr 30;4(4):CD010145. doi: 10.1002/14651858.CD010145.pub2.","Yu ZY","Cochrane Database Syst Rev","2025","2025/04/30","PMC12042261","","10.1002/14651858.CD010145.pub2"
"40371151","Treatment mechanism and research progress of bevacizumab for glioblastoma","Liu X, Chen Z, Yan P, Yang T, Zong D, Guo W, He X.","Am J Cancer Res. 2025 Apr 25;15(4):1874-1901. doi: 10.62347/RNUE7193. eCollection 2025.","Liu X","Am J Cancer Res","2025","2025/05/15","PMC12070100","","10.62347/RNUE7193"
"41363180","Should transarterial chemoembolization be applied with systemic therapy for hepatocellular carcinoma with hepatic vein and/or inferior vena cava tumor thrombus (CHANCE2505)?: a multicenter study","Lin LW, Chen Q, Hu HT, Zhou GH, Jin ZC, Zhou Y, Chen JJ, Ji JS, Zhu XL, Huang M, Shi HB, Yang WZ, Xu GH, Xu AB, Hu ZC, Wang WD, Zhao C, Zhu HD.","Int J Surg. 2025 Dec 8. doi: 10.1097/JS9.0000000000004144. Online ahead of print.","Lin LW","Int J Surg","2025","2025/12/09","","","10.1097/JS9.0000000000004144"
"40386467","Patterns of SARS-CoV-2-specific humoral and cellular immune response in actively treated patients with solid cancer following prime BNT162b2 COVID-19 vaccination: results from phase IV CoVigi trial","Obermannova RL, Selingerova I, Demlova R, Okruhlicova D, Nevrlka J, Cerna-Pilatova K, Greplova K, Cermakova Z, Valik D, Kiss I, Palacova M, Poprach A, Lejdarova H, Selvekerova S, Vaneckova M, Zdrazilova-Dubska L.","Ther Adv Med Oncol. 2025 May 17;17:17588359251316224. doi: 10.1177/17588359251316224. eCollection 2025.","Obermannova RL","Ther Adv Med Oncol","2025","2025/05/19","PMC12085753","","10.1177/17588359251316224"
"40684714","What should be the next control arm in prospective studies for locally advanced cervical cancer?","Chikazawa K, Ko H, Imai K, Kuwata T.","Int J Gynecol Cancer. 2025 Aug;35(8):101981. doi: 10.1016/j.ijgc.2025.101981. Epub 2025 Jun 20.","Chikazawa K","Int J Gynecol Cancer","2025","2025/07/20","","","10.1016/j.ijgc.2025.101981"
"41398230","Efficacy and safety of radiotherapy in first-line treatment for de novo advanced esophageal cancer in the era of immunochemotherapy: a systematic review and meta-analysis","Zeng H, Wu YL, Wang X, Bai H, Yan C, Zhang W, Wang Q.","BMC Cancer. 2025 Dec 15. doi: 10.1186/s12885-025-15420-1. Online ahead of print.","Zeng H","BMC Cancer","2025","2025/12/15","","","10.1186/s12885-025-15420-1"
"41518610","Efficacy and safety of adjuvant chemotherapy for locally advanced cervical carcinoma: an updated Systematic review and meta-analysis","Fatima E, Abdul Rehman K, Ur Rehman O, Salih N, Umer M, Shah M, Bin Abdul Ghaffar Q, Khalid R, Abbas Rizvi SAF, Qureshi Z, J Nashwan A.","J Chemother. 2026 Jan 10:1-16. doi: 10.1080/1120009X.2026.2613189. Online ahead of print.","Fatima E","J Chemother","2026","2026/01/10","","","10.1080/1120009X.2026.2613189"
"41189315","Multicenter Randomized Phase II Study of R-MPV-A Chemoimmunotherapy With or Without Low-Dose Whole-Brain Radiotherapy for Newly-Diagnosed Primary CNS Lymphoma","Omuro A, DeAngelis LM, Polley MC, Correa D, Wefel JS, Bovi JA, Rosenblum M, Corn BW, Aneja S, Grommes C, Peereboom DM, Lallana EC, Werner-Wasik M, Rogers CL, Iwamoto FM, Yu HM, Donnelly ED, Struve TD, Won M, Mehta MP.","Neuro Oncol. 2025 Nov 4:noaf221. doi: 10.1093/neuonc/noaf221. Online ahead of print.","Omuro A","Neuro Oncol","2025","2025/11/05","","","10.1093/neuonc/noaf221"
"40427227","Immune Modulation During Treatment with Enzalutamide Alone or with Radium-223 in Patients with Castration Resistant Prostate Cancer","Zang PD, Da Silva DM, Liu ZX, Kandukuri S, Tsao-Wei D, D'Souza A, Kast WM, Pal SK, Kefauver C, Juanqueira M, Yang L, Quinn DI, Dorff TB.","Cancers (Basel). 2025 May 21;17(10):1730. doi: 10.3390/cancers17101730.","Zang PD","Cancers (Basel)","2025","2025/05/28","PMC12110403","","10.3390/cancers17101730"
"40415872","Impact of prophylactic cranial irradiation on survival in extensive-stage small cell lung cancer receiving first-line chemoimmunotherapy: a propensity score-matched study","Zhou S, Zhai W, Zhang Q, Li H, Fan Y.","Ther Adv Med Oncol. 2025 May 23;17:17588359251341158. doi: 10.1177/17588359251341158. eCollection 2025.","Zhou S","Ther Adv Med Oncol","2025","2025/05/26","PMC12102569","","10.1177/17588359251341158"
"41448222","Nivolumab added to cisplatin and radiotherapy versus cisplatin and radiotherapy alone after surgery for people with squamous cell carcinoma of the head and neck at a high risk of relapse (GORTEC 2018-01 NIVOPOST-OP): a randomised, open-label, phase 3 trial","Bourhis J, Aupérin A, Borel C, Lefebvre G, Racadot S, Geoffrois L, Sun XS, Saada E, Cirauqui B, Rutkowski T, Henry S, Modesto A, Johnson A, Chapet S, Calderon B, Sire C, Malard O, Bainaud M, Da Silva Motta A, Thureau S, Pointreau Y, Blanchard P, Buiret G, Bozec L, Lopez S, Vanbockstael J, Bosset M, Greilsamer C, Daste A, Bruna A, N'Guyen F, Plana M, Iruarrizaga E, Temam S, Even C, Ruiz EP, Bert M, Karamouza E, Thariat J, Kazmierska J, Psyrri A, Mesia R, Tao Y.","Lancet. 2025 Dec 22:S0140-6736(25)01850-1. doi: 10.1016/S0140-6736(25)01850-1. Online ahead of print.","Bourhis J","Lancet","2025","2025/12/25","","","10.1016/S0140-6736(25)01850-1"
"41390436","The role of hyperthermia in modern radiation treatment- state of art","Borkowska A, Chmiel P, Rutkowski P, Spałek MJ.","Radiat Oncol. 2025 Dec 13. doi: 10.1186/s13014-025-02741-5. Online ahead of print.","Borkowska A","Radiat Oncol","2025","2025/12/13","","","10.1186/s13014-025-02741-5"
"40337881","Is preoperative immunotherapy promising for patients with proficient mismatch repair or microsatellite stable locally advanced rectal cancer?-a commentary on TORCH randomized phase 2 trial","Tsukada Y, Ito M.","Chin Clin Oncol. 2025 Apr;14(2):25. doi: 10.21037/cco-25-16.","Tsukada Y","Chin Clin Oncol","2025","2025/05/08","","","10.21037/cco-25-16"
"41228280","Surgical Staging in Locally Advanced Cervical Cancer: Precision, Risks, and the 'Helmet' Analogy","Gorostidi M, Ángeles M, Gil-Ibáñez B, Lekuona A, Martinez A, Zapardiel I.","Cancers (Basel). 2025 Oct 30;17(21):3487. doi: 10.3390/cancers17213487.","Gorostidi M","Cancers (Basel)","2025","2025/11/13","PMC12610054","","10.3390/cancers17213487"
"41021721","Nivolumab: Therapeutic Area: Hodgkin lymphoma: Reimbursement Review","","Ottawa (ON): Canadian Agency for Drugs and Technologies in Health; 2025 Aug. Report No.: PX0376r.","","Nivolumab: Therapeutic Area: Hodgkin lymphoma: Reimbursement Review","2025","2025/08/01","","",""
"40703356","Cost-effectiveness analysis of sintilimab additional to chemoradiotherapy in high-risk locoregionally advanced nasopharyngeal carcinoma","She L, Tang S, Han J, Liu G, Chen L, Zhang Y, Luo W, Zuo W, Ma F, Xiong Y, Zhang N.","Front Pharmacol. 2025 Jul 9;16:1548710. doi: 10.3389/fphar.2025.1548710. eCollection 2025.","She L","Front Pharmacol","2025","2025/07/24","PMC12283321","","10.3389/fphar.2025.1548710"
"41220722","Safety and efficacy of liver-directed radiotherapy after chemoimmunotherapy for advanced cholangiocarcinoma: an early report from a large tertiary cancer center","Asif A, Asif A, Rooney MK, Chang E, Namayanja F, Quentin K, Lee S, Hu I, Bernard V, Das P, Holiday EB, Noticewala S, Smith GL, Koong AC, Ludmir EB, Javle M, Xiao L, Koay EJ.","J Gastrointest Oncol. 2025 Oct 31;16(5):2146-2157. doi: 10.21037/jgo-2025-300. Epub 2025 Oct 30.","Asif A","J Gastrointest Oncol","2025","2025/11/12","PMC12598353","","10.21037/jgo-2025-300"
"41264078","Inherited immune traits and cisplatin-induced ototoxicity in cancer patients: a Mendelian randomization study","Zheng Y, Yang X, Hua S, Fang Q, Li D.","Int J Clin Pharm. 2025 Nov 20. doi: 10.1007/s11096-025-02038-3. Online ahead of print.","Zheng Y","Int J Clin Pharm","2025","2025/11/20","","","10.1007/s11096-025-02038-3"
"40922912","Salvage esophagectomy for unresectable locally advanced esophageal squamous cell carcinoma: Significant or not?","Saeki H, Sakai M, Watanabe T, Sohda M, Shirabe K.","Ann Gastroenterol Surg. 2025 Apr 21;9(5):894-902. doi: 10.1002/ags3.70013. eCollection 2025 Sep.","Saeki H","Ann Gastroenterol Surg","2025","2025/09/09","PMC12414607","","10.1002/ags3.70013"
"41072704","Assessment of probiotic and prebiotic use in gynecologic cancer patients: a systematic review","Chalif J, Morton M, Haight P, Mehra Y, O'Malley D, Spakowicz D, Chambers L.","Am J Obstet Gynecol. 2025 Oct 8:S0002-9378(25)00715-X. doi: 10.1016/j.ajog.2025.09.042. Online ahead of print.","Chalif J","Am J Obstet Gynecol","2025","2025/10/10","","","10.1016/j.ajog.2025.09.042"
"41529226","Randomized Parallel-Group Phase II Study (NEOTERIC) of Atezolizumab With or Without Tiragolumab After Neoadjuvant Chemoradiotherapy in Locally Advanced Rectal Cancer","Tang W, Wu A, Lan P, Ding K, Wang Z, Wang J, Chen N, Wu X, Jiao Y, Liu F, Tong L, Shi Y, Xu J.","J Clin Oncol. 2026 Jan 13:JCO2501883. doi: 10.1200/JCO-25-01883. Online ahead of print.","Tang W","J Clin Oncol","2026","2026/01/13","","","10.1200/JCO-25-01883"
"41514536","Neoadjuvant Chemotherapy for Oropharyngeal Cancer Treatment De-Escalation: From Historical Failures to Contemporary HPV-Driven Paradigms","Sanabria A, Rodrigo JP, Araújo ALD, Kowalski LP.","Cancers (Basel). 2025 Dec 21;18(1):23. doi: 10.3390/cancers18010023.","Sanabria A","Cancers (Basel)","2025","2026/01/10","PMC12784758","","10.3390/cancers18010023"
"41137728","Neoadjuvant Immunotherapy for Periauricular Cutaneous Squamous Cell Carcinoma","Allen DZ, Gross N, Nader ME, Ferrarotto R, Amit M, Nagarajan P, Gidley P.","Head Neck. 2025 Oct 25. doi: 10.1002/hed.70080. Online ahead of print.","Allen DZ","Head Neck","2025","2025/10/25","","","10.1002/hed.70080"
"40075624","Modern Therapeutic Approaches in Anaplastic Thyroid Cancer: A Meta-Analytic Review of Randomised and Single Arm Studies on Efficacy and Survival","Tunio MA, Hinder D, Emery B, Riaz MH, Ibraheem YA, Nayak KK, Mohamed W.","Cancers (Basel). 2025 Feb 24;17(5):777. doi: 10.3390/cancers17050777.","Tunio MA","Cancers (Basel)","2025","2025/03/13","PMC11898454","","10.3390/cancers17050777"
"41258513","Mendelian randomization analysis unveils causal associations between immune cells, metabolites, and lung cancer risk","Mao Y, Fu T, Wang Y, Wang L.","Discov Oncol. 2025 Nov 17;16(1):2222. doi: 10.1007/s12672-025-04059-w.","Mao Y","Discov Oncol","2025","2025/11/19","PMC12738442","","10.1007/s12672-025-04059-w"
"41154386","Neoadjuvant (177)Lutetium-PSMA-617 Radioligand Therapy for High-Risk Localized Prostate Cancer: Rationale, Early Clinical Evidence, and Future Directions","Kwon WA, Joung JY.","Cancers (Basel). 2025 Oct 15;17(20):3330. doi: 10.3390/cancers17203330.","Kwon WA","Cancers (Basel)","2025","2025/10/29","PMC12563130","","10.3390/cancers17203330"
"40878915","Reduced recurrence of prostate cancer with novel autologous cancer vaccine (FK- PC101) post-prostatectomy: long-term results from a single-center phase 1/2 study","Freitas DMO, Stein AC, Berger M, Kreutz FT.","Future Sci OA. 2025 Dec;11(1):2550917. doi: 10.1080/20565623.2025.2550917. Epub 2025 Aug 29.","Freitas DMO","Future Sci OA","2025","2025/08/29","PMC12407831","","10.1080/20565623.2025.2550917"
"41349728","Yoga-Nidra as a complementary therapy for reducing psychological distress and enhancing quality of life in cancer patients: A randomized controlled trial","Baruah M, Poovamma CU, Narayanan P, Harish P, Keshav R, Babu N, Pandey M.","Complement Ther Med. 2025 Dec 3;96:103313. doi: 10.1016/j.ctim.2025.103313. Online ahead of print.","Baruah M","Complement Ther Med","2025","2025/12/05","","","10.1016/j.ctim.2025.103313"
